# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "16" "-Q" "0" "-M" "-a" "/mnt/Scripts/SHARE-seq-alignment//gtf/mm10.gencode.gtf" "-t" "gene" "-g" "gene_name" "-o" "example_RNA.mm10.feature.count.txt" "-R" "BAM" "example_RNA.mm10.exon.featureCounts.bam" 
Geneid	Chr	Start	End	Strand	Length	example_RNA.mm10.exon.featureCounts.bam
Fam20a	chr11	109669749	109722279	-	52531	0
Gm11684	chr11	109768486	109770599	+	2114	0
1700012B07Rik	chr11	109787651	109828046	-	40396	0
Gm11683	chr11	109797183	109802796	+	5614	0
1700023C21Rik	chr11	109845878	109848476	+	2599	0
Abca8b	chr11	109932190	109995845	-	63656	0
Gm11697	chr11	109936316	109938135	+	1820	0
Abca8a	chr11	110025634	110095978	-	70345	0
Abca9	chr11	110100749	110168196	-	67448	0
Abca6	chr11	110176820	110251776	-	74957	0
Abca5	chr11	110269369	110337716	-	68348	0
Map2k6	chr11	110399122	110525522	+	126401	0
Gm11682	chr11	110544507	110546399	+	1893	0
Kcnj16	chr11	110968033	111027968	+	59936	0
Kcnj2	chr11	111066164	111076821	+	10658	0
Gm11675	chr11	111276100	111276931	+	832	0
Gm11676	chr11	111612817	111613306	-	490	0
Gm11677	chr11	111724648	111725624	-	977	0
Gm11674	chr11	111796347	111800876	-	4530	0
Gm11679	chr11	112042800	112043578	-	779	0
Gm11680	chr11	112107438	112132196	+	24759	0
BC006965	chr11	112663927	112781976	-	118050	0
Sox9	chr11	112782224	112787760	+	5537	0
Gm11681	chr11	112792731	112799008	-	6278	0
4933434M16Rik	chr11	112825154	112832469	+	7316	0
2610035D17Rik	chr11	113043895	113201838	-	157944	1
4732490B19Rik	chr11	113203315	113209669	-	6355	0
Slc39a11	chr11	113244853	113650079	-	405227	0
Gm16487	chr11	113467977	113472014	+	4038	0
Sstr2	chr11	113619342	113626028	+	6687	0
Cog1	chr11	113649169	113667054	+	17886	0
Fam104a	chr11	113661319	113684155	-	22837	0
Gm11693	chr11	113678530	113679331	+	802	0
D11Wsu47e	chr11	113684412	113694647	+	10236	0
Cpsf4l	chr11	113698172	113710017	-	11846	0
Cdc42ep4	chr11	113726850	113751881	-	25032	0
Gm11736	chr11	113756702	113757206	+	505	0
Sdk2	chr11	113776374	114067046	-	290673	2
1700025D23Rik	chr11	114091406	114095336	+	3931	0
1700001J04Rik	chr11	114185439	114186777	-	1339	0
1700092K14Rik	chr11	114198258	114199199	+	942	0
Gm11690	chr11	114219239	114238502	-	19264	0
Gm11691	chr11	114251843	114253127	+	1285	0
Gm11692	chr11	114357129	114358261	+	1133	0
4932435O22Rik	chr11	114413401	114448860	-	35460	0
Gm11689	chr11	114664608	114664909	+	302	0
Rpl38	chr11	114668524	114672331	+	3808	0
Ttyh2	chr11	114675431	114720977	+	45547	0
Dnaic2	chr11	114727408	114757889	+	30482	0
Kif19a	chr11	114765388	114790739	+	25352	0
Btbd17	chr11	114791217	114795945	-	4729	0
Gpr142	chr11	114798924	114806745	+	7822	0
Gprc5c	chr11	114851152	114872617	+	21466	0
Cd300a	chr11	114890041	114904654	+	14614	0
Gm11698	chr11	114908731	114909185	+	455	0
Cd300lb	chr11	114922781	114934386	-	11606	0
Gm11699	chr11	114932871	114933271	+	401	0
Cd300c	chr11	114956116	114969157	-	13042	0
Cd300ld	chr11	114982274	114989922	-	7649	0
Cd300c2	chr11	114996721	115001880	-	5160	0
Cd300ld2	chr11	115010335	115016193	-	5859	0
Cd300ld4	chr11	115020728	115027012	-	6285	0
Cd300ld5	chr11	115031486	115037769	-	6284	0
Cd300ld3	chr11	115042131	115048409	-	6279	0
Cd300e	chr11	115051917	115062177	-	10261	0
Rab37	chr11	115091431	115162236	+	70806	0
Cd300lf	chr11	115116214	115133992	-	17779	0
Slc9a3r1	chr11	115163341	115181181	+	17841	0
Nat9	chr11	115182832	115187859	-	5028	1
Tmem104	chr11	115187487	115247023	+	59537	0
Grin2c	chr11	115249169	115267243	-	18075	2
Gm25837	chr11	115253278	115253385	+	108	0
Fdxr	chr11	115268024	115277050	-	9027	0
Fads6	chr11	115279622	115297663	-	18042	0
Otop2	chr11	115307163	115332303	+	25141	0
Ush1g	chr11	115315192	115322041	-	6850	0
Otop3	chr11	115334731	115346927	+	12197	0
Hid1	chr11	115347707	115367756	-	20050	0
Cdr2l	chr11	115381916	115396132	+	14217	1
Mrpl58	chr11	115403752	115412674	+	8923	0
Ict1os	chr11	115406586	115408314	-	1729	0
Atp5h	chr11	115415689	115419962	-	4274	0
Kctd2	chr11	115420128	115431274	+	11147	0
Trim80	chr11	115440545	115448270	+	7726	0
Mir3968	chr11	115447961	115448060	-	100	0
Gm11695	chr11	115462045	115463454	-	1410	0
Slc16a5	chr11	115462474	115474398	+	11925	0
Armc7	chr11	115475667	115490467	+	14801	0
Nt5c	chr11	115490420	115491862	-	1443	0
Gm11694	chr11	115493024	115493182	+	159	0
Jpt1	chr11	115497353	115514387	-	17035	0
Sumo2	chr11	115523102	115536276	-	13175	0
Nup85	chr11	115564434	115583985	+	19552	1
Gga3	chr11	115584255	115604051	-	19797	0
Gm25364	chr11	115601656	115601762	+	107	0
Mrps7	chr11	115603925	115608036	+	4112	0
Mif4gd	chr11	115607918	115612969	-	5052	0
Slc25a19	chr11	115614178	115628295	-	14118	2
Grb2	chr11	115644045	115708597	-	64553	2
Gm11702	chr11	115657491	115657559	-	69	0
Gm11703	chr11	115724326	115724808	-	483	0
Gm23699	chr11	115727143	115727277	+	135	0
Gm11704	chr11	115729466	115729679	+	214	0
Tmem94	chr11	115765433	115799366	+	33934	0
Mir5621	chr11	115795824	115795886	+	63	0
Caskin2	chr11	115799183	115813639	-	14457	0
Tsen54	chr11	115814724	115823094	+	8371	0
Llgl2	chr11	115824049	115855780	+	31732	0
Myo15b	chr11	115858406	115892603	+	34198	0
Recql5	chr11	115892595	115933477	-	40883	0
Smim5	chr11	115899966	115906269	+	6304	0
Smim6	chr11	115912017	115913920	+	1904	0
Recql5os1	chr11	115925027	115926143	+	1117	0
Sap30bp	chr11	115933282	115966725	+	33444	0
Sap30bpos	chr11	115946450	115952105	-	5656	0
Itgb4	chr11	115974709	116008412	+	33704	0
Galk1	chr11	116008457	116012719	-	4263	0
H3f3b	chr11	116021912	116027962	-	6051	0
Unk	chr11	116030322	116061214	+	30893	0
Unc13d	chr11	116062095	116077961	-	15867	0
Wbp2	chr11	116078573	116086995	-	8423	0
Trim47	chr11	116105752	116127210	-	21459	0
Trim65	chr11	116121846	116131128	-	9283	0
Mrpl38	chr11	116131817	116138868	-	7052	1
Fbf1	chr11	116142285	116168166	-	25882	0
Gm26413	chr11;chr11	116163910;116163910	116164035;116164036	-;-	127	0
Acox1	chr11	116171888	116199045	-	27158	0
Ten1	chr11	116198855	116215318	+	16464	0
Cdk3	chr11	116216003	116220287	+	4285	0
Evpl	chr11	116220559	116238077	-	17519	0
Srp68	chr11	116245166	116274217	-	29052	0
Galr2	chr11	116280939	116283938	+	3000	0
AL645861.1	chr11	116285558	116288240	+	2683	0
Exoc7	chr11	116288001	116307233	-	19233	0
n-R5s74	chr11	116326602	116326717	-	116	0
Foxj1	chr11	116330704	116335399	-	4696	0
Rnf157	chr11	116336353	116413032	-	76680	0
Rps11-ps2	chr11	116382750	116383205	+	456	0
Ubald2	chr11	116434094	116439077	+	4984	0
Qrich2	chr11	116441325	116466241	-	24917	1
Gm11739	chr11	116466319	116474274	+	7956	0
Prpsap1	chr11	116470845	116494202	-	23358	0
Rpl36-ps1	chr11	116504536	116504838	+	303	0
Gm29292	chr11	116529215	116533077	-	3863	0
Sphk1	chr11	116530925	116536675	+	5751	0
Ube2o	chr11	116537740	116581447	-	43708	1
Gm11742	chr11	116550418	116550650	+	233	0
Aanat	chr11	116586432	116597680	+	11249	0
Rhbdf2	chr11	116598165	116627019	-	28855	0
Cygb	chr11	116645595	116654313	-	8719	0
Prcd	chr11	116653534	116668389	+	14856	0
Snhg16	chr11	116671604	116685072	+	13469	0
Snord1c	chr11	116672506	116672581	+	76	0
Snord1b	chr11	116674148	116674222	+	75	0
Snord1a	chr11	116674598	116674671	+	74	0
St6galnac2	chr11;chr11	116675303;116677483	116694868;116681290	-;-	19566	0
Gm11735	chr11	116739062	116749833	-	10772	0
BC018473	chr11	116752167	116759373	+	7207	0
St6galnac1	chr11	116765025	116775507	-	10483	0
Mxra7	chr11	116803062	116828046	-	24985	0
Jmjd6	chr11	116837432	116843449	-	6018	0
Gm27401	chr11	116839794	116839966	-	173	0
Mettl23	chr11	116843278	116854263	+	10986	0
Srsf2	chr11	116849901	116853094	-	3194	0
Mfsd11	chr11	116852440	116875635	+	23196	2
Mgat5b	chr11	116918863	116986948	+	68086	4
Gm11728	chr11	117035078	117040193	-	5116	0
Gm11731	chr11	117058425	117060268	+	1844	0
Snhg20	chr11	117076008	117078955	+	2948	0
Gm26083	chr11	117077243	117077435	+	193	0
Mir6516	chr11	117077348	117077457	+	110	0
Gm24323	chr11	117085836	117085912	+	77	0
Gm11730	chr11	117094948	117097067	-	2120	0
Sec14l1	chr11	117115168	117159268	+	44101	1
Gm22667	chr11	117132490	117132817	+	328	0
Gm11745	chr11	117134598	117135045	+	448	0
Septin9	chr11	117199661	117362325	+	162665	0
Gm16045	chr11	117257649	117263437	-	5789	0
Gm11729	chr11	117414389	117415368	+	980	0
Gm8624	chr11	117420637	117421717	-	1081	0
Gm11732	chr11	117426178	117438866	+	12689	0
Gm34418	chr11	117479875	117482597	-	2723	0
Gm11733	chr11	117484368	117489014	+	4647	0
Gm11734	chr11	117523603	117532205	+	8603	0
2900041M22Rik	chr11	117611247	117613857	+	2611	0
Tnrc6c	chr11	117654289	117763439	+	109151	2
Tmc6	chr11	117765988	117782198	-	16211	0
Tmc8	chr11	117782076	117793110	+	11035	0
Gm11723	chr11	117783326	117785055	-	1730	0
Gm11724	chr11	117789897	117791313	-	1417	0
6030468B19Rik	chr11	117797660	117807301	+	9642	0
Syngr2	chr11	117809668	117814283	+	4616	0
Gm20708	chr11	117809668	117839904	+	30237	0
Tk1	chr11	117815526	117826092	-	10567	0
Afmid	chr11	117825924	117839908	+	13985	0
Birc5	chr11	117849251	117855743	+	6493	0
Tmem235	chr11	117860752	117865543	+	4792	0
Tha1	chr11	117867952	117873481	-	5530	0
Gm11725	chr11	117871250	117887416	+	16167	0
Gm11726	chr11	117921905	117922328	+	424	0
Socs3	chr11	117966079	117970047	-	3969	0
Pgs1	chr11	117986292	118024011	+	37720	1
Mir6933	chr11	118002270	118002350	+	81	0
Dnah17	chr11	118021723	118130634	-	108912	0
Gm11738	chr11	118114855	118118279	+	3425	0
Cyth1	chr11	118132019	118248592	-	116574	1
Gm24060	chr11	118180941	118181035	-	95	0
Gm11737	chr11	118204712	118205179	-	468	0
Usp36	chr11	118259651	118290244	-	30594	1
Timp2	chr11	118301069	118355740	-	54672	0
Cep295nl	chr11	118332360	118342500	-	10141	0
Lgals3bp	chr11	118392751	118402092	-	9342	0
Cant1	chr11	118406289	118419086	-	12798	0
C1qtnf1	chr11	118428203	118449963	+	21761	0
Gm11747	chr11	118444200	118454995	-	10796	0
Gm11748	chr11	118476470	118479458	-	2989	0
Engase	chr11	118476829	118489209	+	12381	0
Rbfox3	chr11	118489762	118911597	-	421836	7
Gm11750	chr11	118791372	118793828	+	2457	0
Gm25040	chr11	118852723	118852788	-	66	0
Gm11749	chr11	118866257	118867220	-	964	0
Enpp7	chr11	118988188	118993221	+	5034	0
Cbx2	chr11	119022962	119031270	+	8309	0
Cbx8	chr11	119036305	119040969	-	4665	0
Cbx4	chr11	119077573	119086221	-	8649	0
Gm11754	chr11	119106328	119111425	-	5098	0
Gm11755	chr11	119123011	119138421	-	15411	0
Tbc1d16	chr11	119143045	119228499	-	85455	1
Mir6934	chr11	119154076	119154137	-	62	0
Gm11753	chr11	119183953	119184516	-	564	0
Gm11752	chr11	119220160	119222473	+	2314	0
Ccdc40	chr11	119228572	119265238	+	36667	0
Gaa	chr11	119267887	119285454	+	17568	0
Eif4a3	chr11	119288363	119300089	-	11727	0
Card14	chr11	119307768	119345375	+	37608	0
Sgsh	chr11	119343425	119355536	-	12112	0
Slc26a11	chr11	119355557	119381079	+	25523	0
Mir1932	chr11	119390472	119390561	+	90	0
Rnf213	chr11	119393100	119487418	+	94319	0
A930037H05Rik	chr11	119448788	119491298	-	42511	0
Endov	chr11	119491347	119511437	+	20091	0
Nptx1	chr11	119538719	119547753	-	9035	0
Gm11762	chr11	119548630	119569046	+	20417	0
Rptor	chr11	119602905	119899576	+	296672	2
Gm11761	chr11	119646186	119646630	-	445	0
Gm23663	chr11	119746401	119746480	+	80	0
Rptoros	chr11	119820812	119834365	-	13554	0
Chmp6	chr11	119913441	119919548	+	6108	0
Gm11767	chr11	119935803	119942698	-	6896	0
Gm11766	chr11	119938511	119942074	+	3564	0
Baiap2	chr11	119942763	120006782	+	64020	2
Aatk	chr11	120007313	120047167	-	39855	0
Mir338	chr11	120014765	120014862	-	98	0
Mir3065	chr11	120014767	120014853	+	87	0
Gm47846	chr11	120059101	120059367	+	267	0
Cep131	chr11	120064430	120086827	-	22398	0
Gm25948	chr11	120068127	120068238	-	112	0
Tepsin	chr11	120090531	120098731	-	8201	0
Ndufaf8	chr11	120098928	120100705	+	1778	0
Slc38a10	chr11	120103960	120151346	-	47387	0
Gm11769	chr11	120150562	120152341	+	1780	0
2810410L24Rik	chr11	120185400	120189852	-	4453	0
Gm11770	chr11	120215082	120216993	-	1912	0
2900052L18Rik	chr11	120229802	120231585	-	1784	0
Bahcc1	chr11	120232947	120292296	+	59350	0
Gm11772	chr11	120235234	120236122	-	889	0
Gm47297	chr11	120274487	120274624	+	138	0
Actg1	chr11	120345690	120348542	-	2853	0
Gm23419	chr11	120346736	120346819	-	84	0
Mir6935	chr11	120347350	120347413	-	64	0
0610009L18Rik	chr11	120348678	120351190	+	2513	1
Fscn2	chr11	120361534	120368168	+	6635	0
Faap100	chr11	120369055	120378764	-	9710	0
Nploc4	chr11	120380370	120437708	-	57339	0
Tspan10	chr11	120442644	120446950	+	4307	0
Pde6g	chr11	120447605	120453500	-	5896	0
Oxld1	chr11	120456606	120458068	-	1463	0
Ccdc137	chr11	120458115	120464358	+	6244	0
Arl16	chr11	120464866	120467607	-	2742	0
Hgs	chr11	120467635	120483979	+	16345	1
Mrpl12	chr11	120484613	120489065	+	4453	0
Gm11788	chr11	120489406	120492394	-	2989	0
Slc25a10	chr11	120491840	120499187	+	7348	0
Gm11789	chr11	120526855	120531784	-	4930	0
Gcgr	chr11	120530699	120538986	+	8288	0
Mcrip1	chr11	120542888	120549727	-	6840	0
Ppp1r27	chr11	120549979	120551132	-	1154	0
P4hb	chr11	120560298	120573253	-	12956	0
Arhgdia	chr11	120578104	120581624	-	3521	0
Gm3807	chr11	120581670	120582837	+	1168	0
Alyref	chr11	120592121	120598365	-	6245	0
Anapc11	chr11	120598421	120608198	+	9778	0
Npb	chr11	120608477	120609093	+	617	0
Pcyt2	chr11	120610087	120617936	-	7850	1
Sirt7	chr11	120618372	120625240	-	6869	0
Mir6936	chr11	120624823	120624876	-	54	0
Mafg	chr11	120625117	120633600	-	8484	0
Pycr1	chr11	120635712	120643769	-	8058	0
Myadml2	chr11	120646031	120648158	-	2128	0
Myadml2os	chr11	120647670	120657061	+	9392	0
Notum	chr11	120653788	120661175	-	7388	0
Notumos	chr11	120659157	120661815	+	2659	0
Aspscr1	chr11	120672973	120709447	+	36475	0
Gm17178	chr11	120689146	120709447	-	20302	0
Cenpx	chr11	120710942	120713738	-	2797	0
Lrrc45	chr11	120713925	120721128	+	7204	0
Rac3	chr11	120721470	120723969	+	2500	0
Dcxr	chr11	120725399	120727281	-	1883	0
Cbr2	chr11	120729489	120732114	-	2626	0
Hmga1b	chr11	120762794	120764419	+	1626	0
Gm11771	chr11	120765310	120767365	+	2056	0
Rfng	chr11	120780746	120784207	-	3462	0
Gps1	chr11	120784272	120789102	+	4831	0
Dus1l	chr11	120789201	120796403	-	7203	0
Fasn	chr11	120805846	120824547	-	18702	1
Ccdc57	chr11	120826529	120932872	-	106344	0
Gm11773	chr11	120831029	120834244	+	3216	0
Slc16a3	chr11	120948480	120960868	+	12389	0
Csnk1d	chr11	120958990	120991330	-	32341	0
Gm28192	chr11	120963844	120964764	+	921	0
Gm11774	chr11	121003492	121003784	-	293	0
Gm11775	chr11	121029402	121052357	+	22956	0
Gm22152	chr11	121030858	121030982	+	125	0
Cd7	chr11	121036747	121039418	-	2672	0
Sectm1b	chr11	121053458	121063569	-	10112	0
Sectm1a	chr11	121067407	121081220	-	13814	0
Gm11792	chr11	121092392	121092559	-	168	0
Gm11791	chr11	121096641	121097207	-	567	0
Gm11793	chr11	121106147	121107127	-	981	0
Tex19.2	chr11	121116215	121118677	-	2463	0
Tex19.1	chr11	121146143	121148319	+	2177	0
Uts2r	chr11	121160271	121161973	+	1703	0
Gm11790	chr11	121165471	121165925	-	455	0
Ogfod3	chr11	121177591	121204711	-	27121	0
Hexdc	chr11	121204433	121222655	+	18223	1
Cybc1	chr11	121222588	121229322	-	6735	0
Narf	chr11	121237253	121255856	+	18604	0
Foxk2	chr11	121259990	121309896	+	49907	1
Wdr45b	chr11	121327224	121354445	-	27222	1
Rab40b	chr11	121356125	121388251	-	32127	1
Mir7236	chr11	121387145	121387204	-	60	0
Gm11866	chr11	121415092	121415426	-	335	0
Fn3krp	chr11	121421401	121431288	+	9888	0
Fn3k	chr11	121434913	121450491	+	15579	0
Tbcd	chr11	121451949	121617164	+	165216	1
Zfp750	chr11	121510978	121519333	-	8356	0
B3gntl1	chr11	121616197	121673153	-	56957	0
Metrnl	chr11	121701544	121716306	+	14763	0
Gm12589	chr11	121803107	121810319	+	7213	0
Gm29513	chr11	121817408	121817609	+	202	0
Gm15643	chr11	121829446	121830103	-	658	0
Ptchd3	chr11	121830247	121843423	+	13177	0
Gm12586	chr11	121856773	121861227	+	4455	0
Gm12590	chr11	121882333	121883863	-	1531	0
Gm12587	chr11	121886542	121886968	-	427	0
Gm12591	chr11	121968211	121970685	-	2475	0
Gm9071	chr12	3023883	3025753	+	1871	0
Gm18244	chr12	3039869	3041434	+	1566	0
Gm9072	chr12	3044729	3046242	-	1514	0
Gm48310	chr12	3054927	3055401	-	475	0
Gm9075	chr12	3082667	3087041	+	4375	0
Gm9077	chr12	3171874	3201049	+	29176	0
Gm18774	chr12	3216912	3228147	+	11236	0
Gm45925	chr12	3228579	3229891	-	1313	0
Rab10os	chr12	3235504	3250377	+	14874	0
Rab10	chr12	3247428	3309969	-	62542	1
Gm26520	chr12	3343816	3357153	-	13338	0
Kif3c	chr12	3365132	3406494	+	41363	1
Gm48512	chr12	3367248	3404066	-	36819	0
Gm48511	chr12	3368429	3369959	+	1531	0
1110002L01Rik	chr12	3403878	3427011	-	23134	0
Asxl2	chr12	3426857	3506852	+	79996	0
AC160138.1	chr12	3438515	3438889	+	375	0
Rps7-ps2	chr12	3521922	3523268	-	1347	0
Dtnb	chr12	3572381	3781796	+	209416	2
Gm26050	chr12	3699178	3699240	+	63	0
Dtnbos	chr12	3752543	3762146	-	9604	0
Dnmt3a	chr12	3806007	3914443	+	108437	1
Dnmt3aos	chr12	3859293	3862244	-	2952	0
Gm9088	chr12	3931533	3932040	-	508	0
Pomc	chr12	3954951	3960642	+	5692	0
Efr3b	chr12	3962554	4038915	-	76362	0
Gm48001	chr12	3984665	3985422	+	758	0
Gm48122	chr12	4077403	4077624	-	222	0
Dnajc27	chr12	4082583	4110606	+	28024	0
Adcy3	chr12	4133103	4213525	+	80423	0
Cenpo	chr12	4196004	4234294	-	38291	0
Gm48210	chr12	4222102	4223361	+	1260	0
Gm17816	chr12	4225785	4228401	+	2617	0
Ptrhd1	chr12	4234027	4239950	+	5924	0
Gm29696	chr12	4237712	4238583	+	872	0
4921501I09Rik	chr12	4241133	4247671	+	6539	0
Ncoa1	chr12	4247362	4477182	-	229821	2
Gm23756	chr12	4347647	4347760	+	114	0
Gm22343	chr12	4394482	4394767	+	286	0
2900045O20Rik	chr12	4509317	4522370	+	13054	0
Gm31938	chr12	4524113	4529122	+	5010	0
Gm46332	chr12	4552546	4569538	-	16993	0
Gm48610	chr12	4572401	4576756	-	4356	0
AC241534.1	chr12	4589797	4593029	-	3233	0
Itsn2	chr12	4592638	4713962	+	121325	1
Gm48678	chr12	4595340	4655888	-	60549	0
Gm17541	chr12	4689402	4689926	-	525	0
Fam228a	chr12	4713670	4738430	-	24761	0
Fam228b	chr12	4739888	4769267	-	29380	0
Gm23676	chr12	4749752	4749856	+	105	0
Gm22003	chr12	4758547	4758653	+	107	0
Pfn4	chr12	4769022	4778813	+	9792	0
Gm6682	chr12	4782170	4783515	+	1346	0
CT025683.1	chr12	4810494	4817142	+	6649	0
Sf3b6	chr12	4817544	4827659	+	10116	0
Fkbp1b	chr12	4833174	4841591	-	8418	1
Wdcp	chr12	4843303	4860043	+	16741	0
Mfsd2b	chr12	4862440	4874359	-	11920	0
Ubxn2a	chr12	4879032	4907705	-	28674	0
Atad2b	chr12	4917353	5047394	+	130042	0
Gm23167	chr12	4999266	4999368	-	103	0
Gm9110	chr12	5066832	5067448	-	617	0
Klhl29	chr12	5077472	5375682	-	298211	1
Gm48532	chr12	5235156	5235964	-	809	0
2810032G03Rik	chr12	5375870	5416631	+	40762	0
Gm5652	chr12	5589617	5590624	-	1008	0
Gm48599	chr12	5591204	5591532	-	329	0
Gm32442	chr12	5808195	5984958	+	176764	0
Gm23752	chr12	5843712	5843826	+	115	0
Gm48608	chr12	6005667	6006240	+	574	0
Gm4927	chr12	6281019	6282336	-	1318	0
Gm3678	chr12	6498124	6498615	-	492	0
Gm48619	chr12	6699753	6803300	+	103548	0
Gm46311	chr12	6966758	6966960	-	203	0
1700101O22Rik	chr12	7372039	7380330	-	8292	0
Gm9139	chr12	7417425	7418124	-	700	0
Gm32828	chr12	7524002	7859766	-	335765	0
Nfyc-ps	chr12	7859900	7860907	+	1008	0
Gm18337	chr12	7878109	7883870	-	5762	0
Gm18387	chr12	7897573	7898274	+	702	0
Gm48633	chr12	7911889	7950061	-	38173	0
Apob	chr12	7977648	8016835	+	39188	0
Gm33037	chr12	8042721	8209165	-	166445	0
Ldah	chr12	8208107	8285759	+	77653	0
Gm48898	chr12	8291024	8293694	-	2671	0
Gdf7	chr12	8297918	8301954	-	4037	0
Hs1bp3	chr12	8313432	8343824	+	30393	0
Gm48071	chr12	8335460	8336717	-	1258	0
Gm48075	chr12	8394209	8400356	+	6148	0
Gm48076	chr12	8453504	8454918	-	1415	0
BC106175	chr12	8478874	8482157	-	3284	0
Rhob	chr12	8497661	8500009	-	2349	0
5033421B08Rik	chr12	8511201	8562681	+	51481	0
Slc7a15	chr12	8528483	8599066	-	70584	0
Pum2	chr12	8674134	8752581	+	78448	1
Gm4755	chr12	8764901	8771181	-	6281	0
Sdc1	chr12	8771323	8793715	+	22393	0
9930038B18Rik	chr12	8873187	8893473	-	20287	0
Gm47391	chr12	8912924	8917479	+	4556	0
Laptm4a	chr12	8921664	8938742	+	17079	0
Matn3	chr12	8947929	8972028	+	24100	0
Wdr35	chr12	8973892	9028847	+	54956	0
Ttc32	chr12	9029997	9041988	+	11992	0
Gm46323	chr12	9371438	9473770	+	102333	0
Gm7099	chr12	9429547	9430100	+	554	0
Gm18696	chr12	9473101	9473374	-	274	0
Gm48762	chr12	9494005	9496908	-	2904	0
Gm48764	chr12	9503584	9509637	-	6054	0
1700022H16Rik	chr12	9565236	9570585	-	5350	0
Osr1	chr12	9570116	9581500	+	11385	0
Gm23979	chr12	9643690	9643817	-	128	0
Gm48774	chr12	9690691	9691670	+	980	0
Gm48790	chr12	9729519	9734209	+	4691	0
Gm22845	chr12	9865347	9865450	-	104	0
Gm5182	chr12	10152142	10158233	+	6092	0
Gm48791	chr12	10177143	10224794	+	47652	0
Gm48792	chr12	10219860	10222329	-	2470	0
Gm48793	chr12	10322866	10326643	+	3778	0
Gm48794	chr12	10368466	10368670	-	205	0
Nt5c1b	chr12	10369973	10390175	+	20203	0
Rdh14	chr12	10390772	10395562	+	4791	0
Gm38407	chr12	10446388	10531303	+	84916	0
Gm48886	chr12	10493500	10494199	+	700	0
Gm4928	chr12	10723657	10724506	-	850	0
Pgk1-rs7	chr12	10898986	10900240	-	1255	0
Gm48082	chr12	10990354	10994195	+	3842	0
7420701I03Rik	chr12	11047813	11078742	+	30930	0
Kcns3	chr12	11090202	11151056	-	60855	0
Gm48088	chr12	11099596	11100077	+	482	0
9530020I12Rik	chr12	11185993	11204502	-	18510	0
Msgn1	chr12	11208360	11208972	-	613	0
1700034J04Rik	chr12	11221461	11222210	-	750	0
Gen1	chr12	11238920	11265801	-	26882	0
Smc6	chr12	11265886	11319785	+	53900	0
Mir7675	chr12	11299887	11299944	+	58	0
Vsnl1	chr12	11325242	11436613	-	111372	0
4930511A02Rik	chr12	11438227	11444812	+	6586	0
Rad51ap2	chr12	11456079	11462928	+	6850	0
Gm47807	chr12	11499295	11499892	+	598	0
Gm47808	chr12	11507226	11512390	-	5165	0
Gm4803	chr12	11665771	11667049	-	1279	0
Gm23781	chr12	11688697	11689004	-	308	0
Gm47821	chr12	11698868	11700546	-	1679	0
Gm47822	chr12	11701306	11701678	-	373	0
Gm6867	chr12	11760447	11760871	-	425	0
Gm47833	chr12	11781535	11792951	+	11417	0
Gm34237	chr12	11826607	11897726	+	71120	0
Tubb2a-ps2	chr12	11881325	11882663	-	1339	0
Gm25610	chr12	12013623	12013751	+	129	0
Gm4294	chr12	12023045	12023658	+	614	0
Gm26171	chr12	12106737	12106867	+	131	0
Fam49a	chr12	12262139	12380965	+	118827	2
4921511I17Rik	chr12	12351522	12392615	-	41094	0
AC107703.1	chr12	12667732	12669917	-	2186	0
Gm27952	chr12	12682514	12682618	-	105	0
Gm25538	chr12	12700039	12700145	+	107	0
3732407C23Rik	chr12	12722861	12726400	+	3540	0
Platr19	chr12	12787985	12794285	+	6301	0
Gm48187	chr12	12865570	12874689	+	9120	0
4930519A11Rik	chr12	12902720	12907378	+	4659	0
Gm40271	chr12	12909428	12913029	+	3602	0
Rpl36-ps3	chr12	12912022	12912336	+	315	0
Mycn	chr12	12936093	12941914	-	5822	0
Gm48201	chr12	12949289	12949535	-	247	0
Gm35208	chr12	12987317	12994199	+	6883	0
Gm48209	chr12	13046728	13054729	-	8002	0
Gm35298	chr12	13102845	13115903	+	13059	0
Gm48213	chr12	13125776	13127192	+	1417	0
